"","station","date","variable","value","units","ym"
"100243",6007601702,2016-11-30,"e.coli",48,"COLONY FORMING UNITS","201611"
"100267",6006800102,2016-11-30,"e.coli",680,"COLONY FORMING UNITS","201611"
"100291",6007600302,2016-11-30,"e.coli",12,"COLONY FORMING UNITS","201611"
"100315",6007600402,2016-11-30,"e.coli",120,"COLONY FORMING UNITS","201611"
"100339",6007600502,2016-11-30,"e.coli",56,"COLONY FORMING UNITS","201611"
"100363",6007600602,2016-11-30,"e.coli",52,"COLONY FORMING UNITS","201611"
"100387",6007600802,2016-11-30,"e.coli",4,"COLONY FORMING UNITS","201611"
"100411",6007601002,2016-11-30,"e.coli",28,"COLONY FORMING UNITS","201611"
"100435",6007601502,2016-11-30,"e.coli",16,"COLONY FORMING UNITS","201611"
"100459",6007601602,2016-11-30,"e.coli",11000,"COLONY FORMING UNITS","201611"
"100483",6007601802,2016-11-30,"e.coli",36,"COLONY FORMING UNITS","201611"
"100507",6007602202,2016-11-30,"e.coli",40,"COLONY FORMING UNITS","201611"
"100531",6007602302,2016-11-30,"e.coli",84,"COLONY FORMING UNITS","201611"
"100555",6007605002,2016-11-30,"e.coli",80,"COLONY FORMING UNITS","201611"
"100579",6007605102,2016-11-30,"e.coli",24,"COLONY FORMING UNITS","201611"
"100603",6007605202,2016-11-30,"e.coli",24,"COLONY FORMING UNITS","201611"
"101366",6008301902,2016-12-15,"e.coli",160,"COLONY FORMING UNITS","201612"
"101390",6008501402,2016-12-15,"e.coli",96,"COLONY FORMING UNITS","201612"
"264",6009701102,2016-01-19,"lead",0.2,"ug/L","201601"
"764",6007600402,2016-01-27,"lead",0.899,"ug/L","201601"
"812",6007600502,2016-01-27,"lead",0.194,"ug/L","201601"
"909",6007600802,2016-01-27,"lead",0.545,"ug/L","201601"
"1003",6007601502,2016-01-27,"lead",0.234,"ug/L","201601"
"1245",6007602302,2016-01-27,"lead",2.46,"ug/L","201601"
"2057",6008200302,2016-02-18,"lead",1.12,"ug/L","201602"
"3135",6007600602,2016-02-29,"lead",2.46,"ug/L","201602"
"3426",6007601802,2016-02-29,"lead",2.62,"ug/L","201602"
"14385",12007301502,2016-04-20,"lead",11.3,"ug/L","201604"
"20413",14002801202,2016-05-03,"lead",0.041,"ug/L","201605"
"23722",18003303502,2016-05-16,"lead",1.62,"ug/L","201605"
"24133",3013301302,2016-05-17,"lead",1.01,"ug/L","201605"
"24226",3013302302,2016-05-17,"lead",0.799,"ug/L","201605"
"26494",18607002002,2016-05-17,"lead",0.0371,"ug/L","201605"
"26541",18607006002,2016-05-17,"lead",0.123,"ug/L","201605"
"26588",18607008002,2016-05-17,"lead",0.495,"ug/L","201605"
"26986",6002400102,2016-05-18,"lead",0.521,"ug/L","201605"
"27282",16015900302,2016-05-18,"lead",0.3,"ug/L","201605"
"31211",12003400102,2016-05-25,"lead",0.582,"ug/L","201605"
"33425",3007703402,2016-06-01,"lead",0.21,"ug/L","201606"
"34296",4001301602,2016-06-06,"lead",1.11,"ug/L","201606"
"35780",17000800202,2016-06-13,"lead",0.482,"ug/L","201606"
"36337",17002113702,2016-06-13,"lead",1.47,"ug/L","201606"
"36592",18003303502,2016-06-13,"lead",1.77,"ug/L","201606"
"38223",3013301302,2016-06-15,"lead",0.417,"ug/L","201606"
"38317",3013302302,2016-06-15,"lead",0.00948,"ug/L","201606"
"38808",6018300202,2016-06-20,"lead",0.284,"ug/L","201606"
"39044",12000200102,2016-06-20,"lead",1.3,"ug/L","201606"
"39152",16008700502,2016-06-20,"lead",0.00834,"ug/L","201606"
"39373",16018403602,2016-06-20,"lead",0.134,"ug/L","201606"
"40974",6010800102,2016-06-21,"lead",0.682,"ug/L","201606"
"51842",18607008002,2016-07-12,"lead",1.11,"ug/L","201607"
"52940",16018401602,2016-07-18,"lead",3.17,"ug/L","201607"
"54969",16003200102,2016-07-19,"lead",0.328,"ug/L","201607"
"64456",16001800202,2016-08-15,"lead",0.295,"ug/L","201608"
"64500",16002700102,2016-08-15,"lead",0.528,"ug/L","201608"
"65975",18003303502,2016-08-15,"lead",29.7,"ug/L","201608"
"66354",3003600502,2016-08-16,"lead",4.06,"ug/L","201608"
"66835",14002801202,2016-08-16,"lead",0.606,"ug/L","201608"
"67318",16018411702,2016-08-16,"lead",10.1,"ug/L","201608"
"68163",4001308302,2016-08-17,"lead",1.16,"ug/L","201608"
"68225",8002100202,2016-08-17,"lead",0.368,"ug/L","201608"
"72972",16008701002,2016-08-29,"lead",0.159,"ug/L","201608"
"74041",4002700802,2016-08-30,"lead",2.14,"ug/L","201608"
"74506",6007600302,2016-08-31,"lead",0.451,"ug/L","201608"
"74606",6007600502,2016-08-31,"lead",1.66,"ug/L","201608"
"75825",3007000302,2016-09-12,"lead",2.35,"ug/L","201609"
"75869",3007000402,2016-09-12,"lead",1.12,"ug/L","201609"
"75913",3007000502,2016-09-12,"lead",0.929,"ug/L","201609"
"75957",3007300202,2016-09-12,"lead",0.286,"ug/L","201609"
"76000",3007300302,2016-09-12,"lead",2.3,"ug/L","201609"
"76088",3007600302,2016-09-12,"lead",1.74,"ug/L","201609"
"76132",3007600402,2016-09-12,"lead",1.83,"ug/L","201609"
"76176",3007600502,2016-09-12,"lead",0.673,"ug/L","201609"
"76220",3007600602,2016-09-12,"lead",0.608,"ug/L","201609"
"76356",3013400302,2016-09-12,"lead",1.05,"ug/L","201609"
"76447",4001000302,2016-09-12,"lead",0.897,"ug/L","201609"
"76540",8005600202,2016-09-12,"lead",0.724,"ug/L","201609"
"76749",8005603902,2016-09-12,"lead",1.48,"ug/L","201609"
"76813",8007600102,2016-09-12,"lead",0.223,"ug/L","201609"
"76954",8012303002,2016-09-12,"lead",0.954,"ug/L","201609"
"77047",10000100302,2016-09-12,"lead",1.33,"ug/L","201609"
"77091",10000200202,2016-09-12,"lead",2.7,"ug/L","201609"
"77315",3013301902,2016-09-13,"lead",0.434,"ug/L","201609"
"77551",6018000202,2016-09-13,"lead",0.392,"ug/L","201609"
"77598",6018000302,2016-09-13,"lead",1.84,"ug/L","201609"
"77645",6018300202,2016-09-13,"lead",7.66,"ug/L","201609"
"77723",8012305102,2016-09-13,"lead",0.676,"ug/L","201609"
"77863",12000200402,2016-09-13,"lead",2.22,"ug/L","201609"
"77927",12000201002,2016-09-13,"lead",3.07,"ug/L","201609"
"77973",14002800302,2016-09-13,"lead",0.934,"ug/L","201609"
"78020",14002801202,2016-09-13,"lead",0.825,"ug/L","201609"
"78067",14002803002,2016-09-13,"lead",0.354,"ug/L","201609"
"78306",17000800202,2016-09-13,"lead",0.739,"ug/L","201609"
"78402",17003700302,2016-09-13,"lead",1.04,"ug/L","201609"
"78637",6011700202,2016-09-14,"lead",3.5,"ug/L","201609"
"78747",6012900102,2016-09-14,"lead",0.724,"ug/L","201609"
"78828",6013000102,2016-09-14,"lead",0.733,"ug/L","201609"
"78875",6013300402,2016-09-14,"lead",1.44,"ug/L","201609"
"79158",12003400102,2016-09-14,"lead",1.4,"ug/L","201609"
"79203",16001800202,2016-09-14,"lead",3.43,"ug/L","201609"
"79290",16003000302,2016-09-14,"lead",3.64,"ug/L","201609"
"79378",16003200202,2016-09-14,"lead",2.18,"ug/L","201609"
"79486",6006000702,2016-09-19,"lead",0.993,"ug/L","201609"
"79532",6006000802,2016-09-19,"lead",1.32,"ug/L","201609"
"79579",6006100102,2016-09-19,"lead",2.31,"ug/L","201609"
"79625",6006300102,2016-09-19,"lead",1.76,"ug/L","201609"
"79735",6006301202,2016-09-19,"lead",0.729,"ug/L","201609"
"79839",6009701102,2016-09-19,"lead",0.433,"ug/L","201609"
"79883",6009701802,2016-09-19,"lead",0.714,"ug/L","201609"
"79970",6010400802,2016-09-19,"lead",1.23,"ug/L","201609"
"80015",9000902402,2016-09-19,"lead",5.3,"ug/L","201609"
"80236",16008700502,2016-09-19,"lead",2.43,"ug/L","201609"
"80278",16008700602,2016-09-19,"lead",0.45,"ug/L","201609"
"80320",16008701002,2016-09-19,"lead",2.13,"ug/L","201609"
"80362",16008701502,2016-09-19,"lead",1.22,"ug/L","201609"
"80407",16018403402,2016-09-19,"lead",0.181,"ug/L","201609"
"80454",16018403602,2016-09-19,"lead",3.06,"ug/L","201609"
"80893",17002107402,2016-09-19,"lead",0.481,"ug/L","201609"
"81067",17002113602,2016-09-19,"lead",2.52,"ug/L","201609"
"81111",17002113702,2016-09-19,"lead",1.93,"ug/L","201609"
"81539",17002601101,2016-09-19,"lead",0.7,"ug/L","201609"
"81645",17002601902,2016-09-19,"lead",0.647,"ug/L","201609"
"81905",18003303402,2016-09-19,"lead",0.0536,"ug/L","201609"
"82060",3001500202,2016-09-20,"lead",1.56,"ug/L","201609"
"82235",3003600502,2016-09-20,"lead",0.305,"ug/L","201609"
"82367",4001303302,2016-09-20,"lead",1.54,"ug/L","201609"
"82490",4001308302,2016-09-20,"lead",3.74,"ug/L","201609"
"82640",8002100202,2016-09-20,"lead",0.643,"ug/L","201609"
"82720",8002201202,2016-09-20,"lead",0.0269,"ug/L","201609"
"82766",8002201602,2016-09-20,"lead",0.481,"ug/L","201609"
"82813",8002201902,2016-09-20,"lead",0.6,"ug/L","201609"
"82981",8013500502,2016-09-20,"lead",1.49,"ug/L","201609"
"83023",8013500602,2016-09-20,"lead",0.654,"ug/L","201609"
"83066",16007200102,2016-09-20,"lead",2.31,"ug/L","201609"
"83205",16018401602,2016-09-20,"lead",0.0588,"ug/L","201609"
"83766",16018403502,2016-09-21,"lead",0.689,"ug/L","201609"
"83828",16018409302,2016-09-21,"lead",1.99,"ug/L","201609"
"83939",18207000802,2016-09-21,"lead",2.9,"ug/L","201609"
"84246",6008301802,2016-09-22,"lead",1.82,"ug/L","201609"
"84295",6008301902,2016-09-22,"lead",2.41,"ug/L","201609"
"84341",6008310302,2016-09-22,"lead",3.86,"ug/L","201609"
"84385",6008310402,2016-09-22,"lead",1.61,"ug/L","201609"
"84434",6008501402,2016-09-22,"lead",0.5,"ug/L","201609"
"84497",6005000202,2016-09-26,"lead",2.73,"ug/L","201609"
"84543",16012401102,2016-09-26,"lead",0.55,"ug/L","201609"
"84604",9000100402,2016-09-26,"lead",4.44,"ug/L","201609"
"84647",9000100502,2016-09-26,"lead",12.4,"ug/L","201609"
"84689",9000800502,2016-09-26,"lead",5.5,"ug/L","201609"
"84836",16010900802,2016-09-26,"lead",4.48,"ug/L","201609"
"84917",16015900302,2016-09-26,"lead",3.12,"ug/L","201609"
"85047",17002100702,2016-09-26,"lead",3.09,"ug/L","201609"
"85187",17002103802,2016-09-26,"lead",0.708,"ug/L","201609"
"85529",17002114002,2016-09-26,"lead",0.219,"ug/L","201609"
"85902",19006400402,2016-09-26,"lead",0.832,"ug/L","201609"
"89206",4001308302,2016-10-17,"lead",0.425,"ug/L","201610"
"89360",6006100102,2016-10-17,"lead",1.47,"ug/L","201610"
"89452",6006301102,2016-10-17,"lead",0.673,"ug/L","201610"
"92182",12008601102,2016-10-18,"lead",0.145,"ug/L","201610"
"39",11000100502,2016-01-11,"nitrate",2320,"ug/L","201601"
"82",11000100702,2016-01-11,"nitrate",5480,"ug/L","201601"
"125",11000101202,2016-01-11,"nitrate",5190,"ug/L","201601"
"169",16018403502,2016-01-12,"nitrate",5600,"ug/L","201601"
"214",6010400102,2016-01-18,"nitrate",1010,"ug/L","201601"
"262",6009701102,2016-01-19,"nitrate",1400,"ug/L","201601"
"312",6008000602,2016-01-20,"nitrate",1870,"ug/L","201601"
"360",6008200302,2016-01-20,"nitrate",1380,"ug/L","201601"
"415",6008301902,2016-01-21,"nitrate",1140,"ug/L","201601"
"471",6008501402,2016-01-21,"nitrate",2420,"ug/L","201601"
"499",5000600202,2016-01-27,"nitrate",482,"ug/L","201601"
"515",6000300102,2016-01-27,"nitrate",3970,"ug/L","201601"
"531",6001700102,2016-01-27,"nitrate",352,"ug/L","201601"
"547",6001700702,2016-01-27,"nitrate",1330,"ug/L","201601"
"563",6001701002,2016-01-27,"nitrate",1780,"ug/L","201601"
"579",6001701102,2016-01-27,"nitrate",709,"ug/L","201601"
"595",6002400102,2016-01-27,"nitrate",2300,"ug/L","201601"
"611",6002400902,2016-01-27,"nitrate",1940,"ug/L","201601"
"627",6003800102,2016-01-27,"nitrate",1080,"ug/L","201601"
"666",6006800102,2016-01-27,"nitrate",921,"ug/L","201601"
"714",6007600302,2016-01-27,"nitrate",2050,"ug/L","201601"
"762",6007600402,2016-01-27,"nitrate",6330,"ug/L","201601"
"810",6007600502,2016-01-27,"nitrate",883,"ug/L","201601"
"858",6007600602,2016-01-27,"nitrate",1650,"ug/L","201601"
"907",6007600802,2016-01-27,"nitrate",5180,"ug/L","201601"
"954",6007601002,2016-01-27,"nitrate",1380,"ug/L","201601"
"1001",6007601502,2016-01-27,"nitrate",2230,"ug/L","201601"
"1049",6007601602,2016-01-27,"nitrate",1350,"ug/L","201601"
"1097",6007601702,2016-01-27,"nitrate",1840,"ug/L","201601"
"1146",6007601802,2016-01-27,"nitrate",1650,"ug/L","201601"
"1195",6007602202,2016-01-27,"nitrate",2100,"ug/L","201601"
"1243",6007602302,2016-01-27,"nitrate",1760,"ug/L","201601"
"1291",6007605102,2016-01-27,"nitrate",1500,"ug/L","201601"
"1335",6007605202,2016-01-27,"nitrate",882,"ug/L","201601"
"1360",11000100502,2016-02-03,"nitrate",2510,"ug/L","201602"
"1377",11000100702,2016-02-03,"nitrate",3270,"ug/L","201602"
"1394",11000101202,2016-02-03,"nitrate",3860,"ug/L","201602"
"1411",11000101302,2016-02-03,"nitrate",5050,"ug/L","201602"
"1428",5000600202,2016-02-04,"nitrate",984,"ug/L","201602"
"1445",6000300102,2016-02-04,"nitrate",4130,"ug/L","201602"
"1462",6001700102,2016-02-04,"nitrate",393,"ug/L","201602"
"1479",6001700702,2016-02-04,"nitrate",2120,"ug/L","201602"
"1496",6001701002,2016-02-04,"nitrate",1640,"ug/L","201602"
"1513",6001701102,2016-02-04,"nitrate",1020,"ug/L","201602"
"1530",6002400102,2016-02-04,"nitrate",3890,"ug/L","201602"
"1547",6002400902,2016-02-04,"nitrate",3970,"ug/L","201602"
"1564",6003800102,2016-02-04,"nitrate",3840,"ug/L","201602"
"1582",16018403502,2016-02-04,"nitrate",4290,"ug/L","201602"
"1618",6010400102,2016-02-16,"nitrate",883,"ug/L","201602"
"1663",6009701102,2016-02-17,"nitrate",1140,"ug/L","201602"
"1710",6018000202,2016-02-17,"nitrate",163,"ug/L","201602"
"1756",6018000302,2016-02-17,"nitrate",161,"ug/L","201602"
"1801",6018300202,2016-02-17,"nitrate",88,"ug/L","201602"
"1847",12000200402,2016-02-17,"nitrate",412,"ug/L","201602"
"1871",12000200902,2016-02-17,"nitrate",414,"ug/L","201602"
"1908",12000201002,2016-02-17,"nitrate",1950,"ug/L","201602"
"1932",12001700202,2016-02-17,"nitrate",166,"ug/L","201602"
"1969",17003700302,2016-02-17,"nitrate",808,"ug/L","201602"
"2011",6008000602,2016-02-18,"nitrate",1270,"ug/L","201602"
"2055",6008200302,2016-02-18,"nitrate",1150,"ug/L","201602"
"2105",6008301902,2016-02-18,"nitrate",1130,"ug/L","201602"
"2157",6008501402,2016-02-18,"nitrate",2650,"ug/L","201602"
"2206",12000400202,2016-02-18,"nitrate",205,"ug/L","201602"
"2252",12001700102,2016-02-18,"nitrate",219,"ug/L","201602"
"2297",12002700102,2016-02-18,"nitrate",282,"ug/L","201602"
"2341",12003100102,2016-02-18,"nitrate",606,"ug/L","201602"
"2386",12003400102,2016-02-18,"nitrate",659,"ug/L","201602"
"2430",3006600102,2016-02-22,"nitrate",572,"ug/L","201602"
"2473",3007000302,2016-02-22,"nitrate",2020,"ug/L","201602"
"2516",3007000402,2016-02-22,"nitrate",4050,"ug/L","201602"
"2558",3007000502,2016-02-22,"nitrate",2330,"ug/L","201602"
"2600",3007300202,2016-02-22,"nitrate",1620,"ug/L","201602"
"2642",3007300302,2016-02-22,"nitrate",1190,"ug/L","201602"
"2684",3007500202,2016-02-22,"nitrate",671,"ug/L","201602"
"2724",3007600302,2016-02-22,"nitrate",977,"ug/L","201602"
"2766",3007600402,2016-02-22,"nitrate",852,"ug/L","201602"
"2808",3007600502,2016-02-22,"nitrate",805,"ug/L","201602"
"2850",3007600602,2016-02-22,"nitrate",949,"ug/L","201602"
"2892",3007701302,2016-02-22,"nitrate",68,"ug/L","201602"
"2940",6006800102,2016-02-29,"nitrate",1120,"ug/L","201602"
"2989",6007600302,2016-02-29,"nitrate",1700,"ug/L","201602"
"3037",6007600402,2016-02-29,"nitrate",2270,"ug/L","201602"
"3085",6007600502,2016-02-29,"nitrate",796,"ug/L","201602"
"3133",6007600602,2016-02-29,"nitrate",766,"ug/L","201602"
"3182",6007600802,2016-02-29,"nitrate",2220,"ug/L","201602"
"3230",6007601002,2016-02-29,"nitrate",1200,"ug/L","201602"
"3278",6007601502,2016-02-29,"nitrate",1220,"ug/L","201602"
"3327",6007601602,2016-02-29,"nitrate",2760,"ug/L","201602"
"3376",6007601702,2016-02-29,"nitrate",1830,"ug/L","201602"
"3424",6007601802,2016-02-29,"nitrate",710,"ug/L","201602"
"3472",6007602202,2016-02-29,"nitrate",984,"ug/L","201602"
"3521",6007602302,2016-02-29,"nitrate",588,"ug/L","201602"
"3570",6007605002,2016-02-29,"nitrate",2000,"ug/L","201602"
"3619",6007605102,2016-02-29,"nitrate",994,"ug/L","201602"
"3667",6007605202,2016-02-29,"nitrate",613,"ug/L","201602"
"3691",12000400802,2016-03-01,"nitrate",30,"ug/L","201603"
"3726",6010400102,2016-03-14,"nitrate",880,"ug/L","201603"
"3769",6009701102,2016-03-15,"nitrate",1360,"ug/L","201603"
"3815",8002100202,2016-03-15,"nitrate",4720,"ug/L","201603"
"3840",8002200702,2016-03-15,"nitrate",5620,"ug/L","201603"
"3857",8002201002,2016-03-15,"nitrate",5860,"ug/L","201603"
"3895",8002201202,2016-03-15,"nitrate",4240,"ug/L","201603"
"3941",8002201602,2016-03-15,"nitrate",4930,"ug/L","201603"
"3988",8002201902,2016-03-15,"nitrate",5190,"ug/L","201603"
"4014",8002202002,2016-03-15,"nitrate",4810,"ug/L","201603"
"4031",8004000202,2016-03-15,"nitrate",5510,"ug/L","201603"
"4069",8004000802,2016-03-15,"nitrate",4930,"ug/L","201603"
"4114",6008000602,2016-03-16,"nitrate",2410,"ug/L","201603"
"4158",6008200302,2016-03-16,"nitrate",1220,"ug/L","201603"
"4207",6008301902,2016-03-17,"nitrate",1520,"ug/L","201603"
"4258",6008501402,2016-03-17,"nitrate",1610,"ug/L","201603"
"4306",6018000202,2016-03-21,"nitrate",74,"ug/L","201603"
"4353",6018000302,2016-03-21,"nitrate",20,"ug/L","201603"
"4400",6018300202,2016-03-21,"nitrate",20,"ug/L","201603"
"4447",12000200402,2016-03-21,"nitrate",85,"ug/L","201603"
"4473",12000200902,2016-03-21,"nitrate",164,"ug/L","201603"
"4511",12000201002,2016-03-21,"nitrate",1790,"ug/L","201603"
"4558",17003700302,2016-03-21,"nitrate",255,"ug/L","201603"
"4605",6005900102,2016-03-22,"nitrate",870,"ug/L","201603"
"4631",6006000402,2016-03-22,"nitrate",162,"ug/L","201603"
"4669",6006000702,2016-03-22,"nitrate",639,"ug/L","201603"
"4716",6006000802,2016-03-22,"nitrate",1660,"ug/L","201603"
"4763",6006100102,2016-03-22,"nitrate",721,"ug/L","201603"
"4810",6006300102,2016-03-22,"nitrate",1110,"ug/L","201603"
"4836",6006301002,2016-03-22,"nitrate",142,"ug/L","201603"
"4874",6006301102,2016-03-22,"nitrate",1050,"ug/L","201603"
"4921",6006301202,2016-03-22,"nitrate",1010,"ug/L","201603"
"4947",6006301402,2016-03-22,"nitrate",822,"ug/L","201603"
"4985",9000902402,2016-03-22,"nitrate",751,"ug/L","201603"
"5030",11000100502,2016-03-22,"nitrate",1020,"ug/L","201603"
"5074",11000100702,2016-03-22,"nitrate",1960,"ug/L","201603"
"5117",11000101202,2016-03-22,"nitrate",1130,"ug/L","201603"
"5160",11000101302,2016-03-22,"nitrate",1610,"ug/L","201603"
"5205",12000400202,2016-03-22,"nitrate",109,"ug/L","201603"
"5231",12000400802,2016-03-22,"nitrate",20,"ug/L","201603"
"5269",12001700102,2016-03-22,"nitrate",77,"ug/L","201603"
"5295",12001700202,2016-03-22,"nitrate",175,"ug/L","201603"
"5333",12002700102,2016-03-22,"nitrate",68,"ug/L","201603"
"5380",12003100102,2016-03-22,"nitrate",349,"ug/L","201603"
"5427",12003400102,2016-03-22,"nitrate",575,"ug/L","201603"
"5472",6002400102,2016-03-23,"nitrate",1460,"ug/L","201603"
"5515",6002400902,2016-03-23,"nitrate",1550,"ug/L","201603"
"5559",6003800102,2016-03-23,"nitrate",516,"ug/L","201603"
"5603",17002104602,2016-03-23,"nitrate",1050,"ug/L","201603"
"5647",17002105702,2016-03-23,"nitrate",190,"ug/L","201603"
"5691",17002106802,2016-03-23,"nitrate",202,"ug/L","201603"
"5735",17002107102,2016-03-23,"nitrate",1920,"ug/L","201603"
"5779",17002111802,2016-03-23,"nitrate",177,"ug/L","201603"
"5823",17002112802,2016-03-23,"nitrate",537,"ug/L","201603"
"5867",17002113302,2016-03-23,"nitrate",917,"ug/L","201603"
"5911",17002115602,2016-03-23,"nitrate",975,"ug/L","201603"
"5955",17002115702,2016-03-23,"nitrate",505,"ug/L","201603"
"5998",6000300102,2016-03-29,"nitrate",3100,"ug/L","201603"
"6041",6001700102,2016-03-29,"nitrate",247,"ug/L","201603"
"6085",6001700702,2016-03-29,"nitrate",663,"ug/L","201603"
"6128",6001701002,2016-03-29,"nitrate",1320,"ug/L","201603"
"6171",6001701102,2016-03-29,"nitrate",631,"ug/L","201603"
"6214",4001301602,2016-03-30,"nitrate",8390,"ug/L","201603"
"6258",4001301702,2016-03-30,"nitrate",6400,"ug/L","201603"
"6301",4001302502,2016-03-30,"nitrate",5680,"ug/L","201603"
"6345",4001302902,2016-03-30,"nitrate",2750,"ug/L","201603"
"6389",4001304102,2016-03-30,"nitrate",10900,"ug/L","201603"
"6412",4001304202,2016-03-30,"nitrate",8380,"ug/L","201603"
"6448",4001304402,2016-03-30,"nitrate",6160,"ug/L","201603"
"6492",4001304702,2016-03-30,"nitrate",6310,"ug/L","201603"
"6516",4001305002,2016-03-30,"nitrate",5740,"ug/L","201603"
"6552",4001306302,2016-03-30,"nitrate",1270,"ug/L","201603"
"6596",4001306402,2016-03-30,"nitrate",5040,"ug/L","201603"
"6620",4001306602,2016-03-30,"nitrate",6510,"ug/L","201603"
"6635",4001306802,2016-03-30,"nitrate",7260,"ug/L","201603"
"6650",4001308002,2016-03-30,"nitrate",10100,"ug/L","201603"
"6665",4001308602,2016-03-30,"nitrate",4910,"ug/L","201603"
"6680",4001308902,2016-03-30,"nitrate",5660,"ug/L","201603"
"6695",4001309002,2016-03-30,"nitrate",6580,"ug/L","201603"
"6710",4001309202,2016-03-30,"nitrate",5430,"ug/L","201603"
"6725",4001309402,2016-03-30,"nitrate",6540,"ug/L","201603"
"6740",4001309502,2016-03-30,"nitrate",7260,"ug/L","201603"
"6755",4001309602,2016-03-30,"nitrate",6750,"ug/L","201603"
"6770",4001309702,2016-03-30,"nitrate",9260,"ug/L","201603"
"6785",4001309802,2016-03-30,"nitrate",8480,"ug/L","201603"
"6821",5000600202,2016-03-30,"nitrate",63,"ug/L","201603"
"6865",3006600102,2016-03-31,"nitrate",299,"ug/L","201603"
"6908",3007000302,2016-03-31,"nitrate",1700,"ug/L","201603"
"6951",3007000402,2016-03-31,"nitrate",2340,"ug/L","201603"
